CustomerID,Age,Gender,Location,MaritalStatus,PolicyType,PolicyStartDate,PolicyEndDate,Premium,RenewalStatus,NumClaims,ClaimAmount,ClaimSatisfaction,PaymentHistory,PaymentMethod,ChurnStatus,Region,State,Product,CustomerCategory
CS0000888,47,Male,Kano,Married,Health,01/08/2017,12/02/2024,396559.97,Yes,1,735016.47,5,On-time,Card Payment,No,SouthEast,Abia,Fire & Burglary,Corporate
CS0000889,32,Female,Ibadan,Single,Travel,20/04/2019,03/02/2023,352422.49,Yes,4,855714.2,5,On-time,Bank Transfer,No,SouthEast,Anambra,Bonds Insurance,Corporate
CS0000890,44,Male,Ibadan,Divorced,Life,16/12/2018,28/06/2024,308662.7,Yes,0,105369.39,3,Missed,Card Payment,No,NorthEast,Taraba,Contractors-All-Risk,Corporate
CS0000891,68,Male,Ibadan,Divorced,Auto,20/10/2019,19/04/2024,433711.66,Yes,4,34607.36,2,On-time,Card Payment,No,SouthEast,Abia,Fire & Burglary,Corporate
CS0000892,51,Male,Ibadan,Divorced,Health,30/10/2022,01/05/2024,163080.51,No,3,320079.03,1,Late,Bank Transfer,No,NorthEast,Yobe,Enhanced Motor 3rd Party,Individual
CS0000893,69,Female,Port Harcourt,Married,Health,27/12/2021,28/09/2024,113515.53,Yes,2,696564.22,2,Late,Bank Transfer,No,NorthCentral,Benue,Travel,Corporate
CS0000894,55,Female,Abuja,Divorced,Health,01/07/2018,19/11/2024,210794.21,Yes,3,224258.56,3,Late,Mobile Payment,No,NorthCentral,Nasarawa,All Risk Insurance,Corporate
CS0000895,50,Female,Lagos,Married,Auto,19/06/2017,31/03/2023,13659.92,Yes,1,902038.29,3,On-time,Bank Transfer,Yes,SouthEast,Ebonyi,Home,Corporate
CS0000896,41,Male,Abuja,Single,Home,29/08/2015,29/06/2024,258570.32,Yes,2,278852.31,2,On-time,Card Payment,No,SouthWest,Ondo,Comprehensive Motor,Individual
CS0000897,32,Male,Abuja,Widowed,Home,21/07/2015,02/07/2024,188963.67,No,0,717379.24,2,On-time,Mobile Payment,No,NorthCentral,Kogi,Bonds Insurance,Corporate
CS0000898,47,Female,Abuja,Single,Home,10/02/2019,19/10/2024,74646.2,No,4,690374.49,4,Late,Mobile Payment,Yes,SouthWest,Oyo,Personal Accident,Individual
CS0000899,59,Male,Port Harcourt,Divorced,Travel,01/03/2016,14/10/2024,438988.07,Yes,4,570077.48,5,On-time,Bank Transfer,Yes,SouthSouth,Akwa-Ibom,Home,Individual
CS0000900,68,Female,Abuja,Married,Auto,29/07/2021,11/07/2024,105263.23,Yes,4,754036.01,3,Missed,Mobile Payment,No,SouthSouth,Edo,Enhanced Motor 3rd Party,Individual
CS0000901,34,Male,Port Harcourt,Divorced,Life,02/01/2016,20/09/2024,355922.54,No,4,978943.26,4,On-time,Mobile Payment,No,NorthWest,Jigawa,Professional Indemnity,Corporate
CS0000902,22,Male,Kano,Single,Travel,02/11/2020,24/04/2023,355804.17,Yes,0,2924.54,2,On-time,Mobile Payment,No,SouthEast,Anambra,Professional Indemnity,Corporate
CS0000903,46,Male,Kano,Widowed,Health,03/12/2015,30/09/2023,30869.11,Yes,4,854324.08,2,On-time,Mobile Payment,No,NorthWest,Kebbi,Fire & Special Perils,Corporate
CS0000904,21,Male,Kano,Widowed,Home,29/04/2018,25/08/2023,219544.31,Yes,1,123978.1,3,Late,Bank Transfer,No,SouthWest,Ekiti,Marine Insurance,Corporate
CS0000905,27,Male,Port Harcourt,Married,Health,20/07/2017,21/09/2024,243423.94,Yes,3,520432.02,4,On-time,Bank Transfer,No,SouthSouth,Edo,Oil & Gas,Individual
CS0000906,34,Male,Port Harcourt,Single,Travel,30/08/2020,25/02/2023,410586.15,Yes,4,804785.24,3,On-time,Card Payment,No,SouthEast,Enugu,Home,Corporate
CS0000907,27,Male,Lagos,Single,Home,17/10/2016,11/07/2023,315976.85,Yes,1,398330.15,2,On-time,Bank Transfer,Yes,NorthCentral,Benue,Professional Indemnity,Corporate
CS0000908,34,Female,Abuja,Married,Auto,06/09/2019,12/08/2023,41028.26,Yes,2,580945.06,1,On-time,Mobile Payment,No,SouthWest,Ekiti,Contractors-All-Risk,Corporate
CS0000909,37,Male,Ibadan,Married,Home,06/05/2016,28/05/2023,229897.34,Yes,1,217508.79,4,On-time,Mobile Payment,No,SouthEast,Abia,Oil & Gas,Individual
CS0000910,41,Male,Ibadan,Married,Home,06/03/2018,11/05/2024,157418.78,Yes,2,104134.05,5,On-time,Bank Transfer,No,SouthWest,Lagos,Bonds Insurance,Individual
CS0000911,22,Female,Abuja,Divorced,Home,13/06/2018,17/08/2024,93764.48,No,2,301812.76,5,On-time,Bank Transfer,No,NorthCentral,Nasarawa,Travel,Individual
CS0000912,51,Female,Ibadan,Divorced,Travel,23/01/2015,18/05/2024,145261.02,No,4,628211.55,1,On-time,Mobile Payment,Yes,NorthEast,Borno,All Risk Insurance,Individual
CS0000913,23,Female,Ibadan,Married,Home,28/12/2020,11/07/2024,421708.8,Yes,3,570611.19,4,On-time,Card Payment,Yes,SouthWest,Ondo,Consequential Loss,Corporate
CS0000914,19,Female,Ibadan,Married,Travel,10/08/2015,16/08/2024,313799.11,Yes,3,607027.8,2,On-time,Mobile Payment,Yes,NorthEast,Bauchi,Plant-All-Risk,Individual
CS0000915,30,Male,Port Harcourt,Widowed,Health,22/08/2022,07/06/2023,223357.64,Yes,3,380714.19,1,Missed,Card Payment,No,SouthSouth,Akwa-Ibom,Personal Accident,Corporate
CS0000916,60,Male,Port Harcourt,Widowed,Auto,05/05/2020,15/12/2023,363038.78,Yes,0,867390.07,2,On-time,Card Payment,No,NorthCentral,Benue,Fire & Special Perils,Individual
CS0000917,60,Female,Port Harcourt,Divorced,Home,29/08/2020,25/08/2024,484429,Yes,2,566160.69,5,Missed,Bank Transfer,No,SouthSouth,Rivers,Motor 3rd Party,Corporate
CS0000918,65,Male,Abuja,Widowed,Travel,21/01/2020,20/08/2023,464311,Yes,1,326702.8,4,On-time,Mobile Payment,No,SouthSouth,Akwa-Ibom,Fire & Special Perils,Corporate
CS0000919,28,Female,Kano,Married,Home,23/08/2018,30/04/2023,57459.11,No,4,251368.33,3,On-time,Bank Transfer,No,NorthWest,Zamfara,Oil & Gas,Individual
CS0000920,68,Male,Ibadan,Single,Home,15/02/2020,30/07/2024,172816.84,Yes,2,495476.63,3,On-time,Bank Transfer,No,NorthEast,Adamawa,Professional Indemnity,Individual
CS0000921,64,Male,Lagos,Married,Home,18/05/2020,08/10/2024,163432.45,Yes,3,970452.31,2,On-time,Bank Transfer,No,SouthEast,Imo,All Risk Insurance,Corporate
CS0000922,40,Male,Port Harcourt,Widowed,Life,18/06/2022,02/02/2024,281385.12,No,0,885121.07,1,On-time,Bank Transfer,No,NorthEast,Bauchi,Plant-All-Risk,Corporate
CS0000923,33,Male,Lagos,Divorced,Auto,09/03/2018,07/07/2024,54302.58,Yes,2,787313.51,4,On-time,Bank Transfer,No,SouthWest,Ogun,Contractors-All-Risk,Corporate
CS0000924,48,Male,Ibadan,Married,Auto,04/12/2020,26/08/2023,461642.05,Yes,3,668038.29,4,On-time,Bank Transfer,No,SouthEast,Enugu,Burglary,Individual
CS0000925,28,Female,Kano,Married,Travel,07/03/2018,13/06/2024,393438.67,No,0,226952.62,1,Late,Mobile Payment,No,NorthWest,Zamfara,Machine Breakdown,Corporate
CS0000926,33,Male,Lagos,Widowed,Health,17/11/2015,12/11/2023,70156.35,Yes,0,626441.29,3,On-time,Bank Transfer,Yes,NorthWest,Kaduna,Motor 3rd Party,Individual
CS0000927,25,Male,Ibadan,Single,Health,04/05/2021,07/07/2024,134591.57,No,1,359616.27,1,On-time,Mobile Payment,Yes,NorthWest,Sokoto,Enhanced Motor 3rd Party,Corporate
CS0000928,21,Male,Ibadan,Married,Health,11/03/2016,20/02/2024,80101.16,No,4,651562.32,1,On-time,Mobile Payment,No,NorthWest,Katsina,Enhanced Motor 3rd Party,Corporate
CS0000929,57,Male,Port Harcourt,Divorced,Home,14/09/2022,10/05/2024,244051.38,Yes,0,574931.89,4,On-time,Mobile Payment,No,NorthEast,Taraba,Plant-All-Risk,Individual
CS0000930,21,Male,Kano,Divorced,Travel,10/12/2017,19/03/2024,446159.75,Yes,1,938490.16,2,On-time,Bank Transfer,No,NorthEast,Yobe,Home,Individual
CS0000931,42,Female,Ibadan,Single,Home,08/09/2017,10/08/2023,325867.17,Yes,4,221248.66,4,Late,Card Payment,Yes,NorthCentral,Niger,Oil & Gas,Corporate
CS0000932,20,Male,Kano,Widowed,Life,25/06/2021,24/08/2024,306708.03,Yes,3,323417.28,4,On-time,Mobile Payment,No,NorthCentral,Benue,Bonds Insurance,Individual
CS0000933,49,Female,Port Harcourt,Single,Travel,17/06/2019,06/06/2024,46500.75,No,2,905069.41,1,On-time,Mobile Payment,No,SouthEast,Enugu,Goods-In-Transit,Individual
CS0000934,20,Male,Lagos,Divorced,Travel,01/01/2017,25/09/2024,454084.29,Yes,3,997260.49,2,On-time,Mobile Payment,Yes,SouthEast,Ebonyi,Goods-In-Transit,Individual
CS0000935,44,Male,Abuja,Married,Travel,15/10/2019,19/11/2023,147570.66,Yes,2,185094.57,5,On-time,Bank Transfer,No,NorthCentral,FCT,Comprehensive Motor,Corporate
CS0000936,46,Female,Abuja,Divorced,Life,23/09/2018,16/11/2024,451065.87,Yes,3,312539.5,5,On-time,Bank Transfer,Yes,NorthCentral,Plateau,Oil & Gas,Corporate
CS0000937,49,Male,Abuja,Single,Travel,14/01/2017,29/09/2024,232473.25,Yes,0,199374.57,1,On-time,Card Payment,No,SouthSouth,Rivers,Burglary,Corporate
CS0000938,67,Male,Kano,Divorced,Life,02/09/2020,01/04/2023,269102.21,Yes,0,660230.2,2,Late,Mobile Payment,No,SouthSouth,Rivers,Enhanced Motor 3rd Party,Corporate
CS0000939,68,Female,Abuja,Widowed,Health,25/11/2017,29/10/2023,306449.73,No,4,567578.93,2,On-time,Mobile Payment,No,NorthEast,Taraba,Contractors-All-Risk,Corporate
CS0000940,36,Male,Lagos,Single,Travel,24/05/2017,06/03/2023,151369.68,Yes,3,631575.98,2,On-time,Mobile Payment,No,SouthWest,Lagos,Plant-All-Risk,Corporate
CS0000941,38,Female,Ibadan,Divorced,Home,03/04/2017,16/02/2023,419422.34,No,1,780235.08,2,On-time,Card Payment,No,NorthWest,Kebbi,Goods-In-Transit,Individual
CS0000942,22,Female,Kano,Married,Auto,20/12/2016,16/11/2023,479591.21,Yes,3,169196.06,2,On-time,Bank Transfer,No,SouthSouth,Bayelsa,Motor 3rd Party,Corporate
CS0000943,35,Female,Lagos,Married,Life,13/11/2022,06/06/2023,148913.81,No,3,160186.89,4,On-time,Bank Transfer,No,SouthSouth,Akwa-Ibom,Travel,Individual
CS0000944,45,Male,Kano,Single,Health,04/02/2022,27/09/2024,10068.86,Yes,2,879884.94,4,On-time,Card Payment,Yes,NorthWest,Kaduna,Burglary,Corporate
CS0000945,59,Male,Kano,Married,Health,24/04/2021,25/05/2024,267550.32,Yes,0,971095.21,2,On-time,Bank Transfer,No,SouthWest,Ondo,Motor 3rd Party,Corporate
CS0000946,39,Female,Kano,Single,Auto,23/09/2018,04/03/2023,300496.17,No,1,461372.72,1,Late,Bank Transfer,No,NorthWest,Zamfara,Enhanced Motor 3rd Party,Corporate
CS0000947,38,Male,Port Harcourt,Married,Travel,02/02/2021,06/03/2024,41110.55,Yes,4,23507.05,4,On-time,Card Payment,No,SouthEast,Ebonyi,Fire & Special Perils,Individual
CS0000948,23,Female,Ibadan,Divorced,Home,24/12/2018,20/04/2023,339718.54,Yes,0,716838.27,4,On-time,Bank Transfer,No,SouthSouth,Edo,Professional Indemnity,Corporate
CS0000949,18,Male,Abuja,Married,Auto,25/02/2019,24/07/2024,153112.41,Yes,0,282490,4,On-time,Bank Transfer,No,SouthEast,Abia,All Risk Insurance,Individual
CS0000950,22,Female,Port Harcourt,Divorced,Travel,27/03/2022,22/06/2023,479746.73,Yes,2,68037.78,5,Missed,Card Payment,No,NorthEast,Adamawa,Home,Corporate
CS0000951,58,Male,Ibadan,Single,Travel,21/01/2020,04/09/2023,392893.29,Yes,1,393467.97,2,On-time,Bank Transfer,Yes,SouthWest,Ondo,Plant-All-Risk,Individual
CS0000952,29,Female,Abuja,Married,Life,01/11/2019,12/02/2024,45564.92,No,2,375985.9,2,On-time,Mobile Payment,No,SouthWest,Ondo,Consequential Loss,Corporate
CS0000953,43,Male,Port Harcourt,Widowed,Home,25/09/2015,03/10/2024,477640.82,No,3,569831.98,2,On-time,Bank Transfer,No,NorthWest,Kebbi,Burglary,Corporate
CS0000954,63,Female,Port Harcourt,Widowed,Home,17/12/2016,09/07/2023,121342.12,No,1,267698.08,3,On-time,Card Payment,No,NorthEast,Taraba,Machine Breakdown,Individual
CS0000955,51,Male,Lagos,Widowed,Life,22/03/2016,22/02/2023,401180.35,Yes,0,834583.45,2,On-time,Mobile Payment,No,SouthSouth,Edo,Aviation,Individual
CS0000956,66,Female,Port Harcourt,Married,Travel,15/06/2022,25/02/2023,325207.34,No,0,202519.7,4,Late,Bank Transfer,Yes,SouthEast,Enugu,Marine Insurance,Corporate
CS0000957,31,Male,Kano,Divorced,Travel,28/08/2015,11/08/2024,272786.83,Yes,1,517129.28,4,On-time,Bank Transfer,Yes,NorthCentral,Plateau,Goods-In-Transit,Corporate
CS0000958,43,Male,Port Harcourt,Single,Home,27/04/2015,14/03/2023,467005.16,No,1,206249.46,4,On-time,Card Payment,Yes,NorthCentral,Plateau,Bonds Insurance,Individual
CS0000959,62,Female,Kano,Married,Home,02/05/2021,29/07/2024,306878.92,Yes,4,559572.2,4,Late,Mobile Payment,No,SouthWest,Ogun,Burglary,Individual
CS0000960,44,Male,Ibadan,Single,Home,21/07/2020,21/06/2024,430774.47,Yes,2,758820.61,3,On-time,Card Payment,No,SouthEast,Anambra,Marine Insurance,Corporate
CS0000961,26,Male,Ibadan,Single,Home,17/10/2016,04/10/2024,415572.09,Yes,1,625291.86,1,Late,Card Payment,No,SouthSouth,Cross-River,Enhanced Motor 3rd Party,Individual
CS0000962,43,Male,Kano,Married,Travel,22/10/2022,12/01/2024,339365.88,No,3,499609.01,5,Late,Bank Transfer,No,NorthCentral,Plateau,Oil & Gas,Corporate
CS0000963,64,Male,Lagos,Divorced,Home,01/08/2020,04/09/2024,250279.81,Yes,3,292882.72,2,On-time,Mobile Payment,Yes,SouthEast,Ebonyi,Burglary,Individual
CS0000964,39,Female,Lagos,Widowed,Travel,09/08/2016,12/05/2024,58096.2,No,0,916160.28,3,On-time,Card Payment,No,NorthWest,Sokoto,Professional Indemnity,Corporate
CS0000965,64,Male,Ibadan,Single,Life,24/02/2020,12/06/2024,85457.47,Yes,2,676797.17,1,Late,Card Payment,No,NorthWest,Jigawa,Travel,Individual
CS0000966,47,Male,Port Harcourt,Single,Health,21/08/2020,09/12/2023,271076.06,No,2,603355,4,Missed,Card Payment,No,SouthSouth,Bayelsa,Plant-All-Risk,Corporate
CS0000967,60,Female,Ibadan,Married,Life,06/01/2022,03/07/2023,172781.07,Yes,2,56343.34,4,On-time,Bank Transfer,No,SouthEast,Ebonyi,Fire & Burglary,Corporate
CS0000968,65,Male,Ibadan,Single,Life,17/03/2022,11/12/2023,111845.27,Yes,0,725827.71,1,On-time,Card Payment,No,NorthCentral,Kogi,Goods-In-Transit,Corporate
CS0000969,34,Female,Kano,Married,Auto,31/10/2020,21/08/2023,483872.48,Yes,4,877130.31,2,Late,Bank Transfer,Yes,SouthSouth,Delta,Aviation,Corporate
CS0000970,43,Male,Lagos,Single,Life,18/01/2016,13/08/2024,430719.6,Yes,3,143904.19,3,On-time,Card Payment,Yes,SouthSouth,Rivers,Motor 3rd Party,Corporate
CS0000971,53,Female,Kano,Divorced,Auto,27/04/2022,18/05/2023,220839.22,Yes,2,228745.09,5,On-time,Bank Transfer,Yes,NorthCentral,FCT,Marine Insurance,Individual
CS0000972,18,Male,Ibadan,Divorced,Auto,25/03/2015,21/08/2023,436833.86,Yes,1,98717.24,5,On-time,Card Payment,No,NorthWest,Jigawa,Professional Indemnity,Corporate
CS0000973,25,Female,Abuja,Widowed,Auto,10/09/2017,09/05/2024,39136.28,Yes,2,620847.52,5,On-time,Card Payment,No,NorthCentral,Benue,Fire & Special Perils,Corporate
CS0000974,66,Female,Port Harcourt,Widowed,Life,27/05/2016,04/02/2024,58621.45,Yes,0,202863.74,1,Late,Card Payment,Yes,SouthSouth,Rivers,Home,Individual
CS0000975,52,Female,Ibadan,Divorced,Health,08/05/2019,14/09/2023,474538.78,No,2,892975.6,1,On-time,Card Payment,No,SouthEast,Ebonyi,Personal Accident,Corporate
CS0000976,69,Male,Kano,Widowed,Auto,28/01/2021,15/05/2023,347511.55,Yes,3,153950.99,3,On-time,Bank Transfer,No,NorthWest,Zamfara,Travel,Individual
CS0000977,32,Female,Abuja,Widowed,Home,05/05/2016,13/04/2024,384512.38,Yes,3,954505.87,1,On-time,Card Payment,No,SouthWest,Lagos,Contractors-All-Risk,Individual
CS0000978,64,Male,Abuja,Widowed,Home,23/09/2015,30/08/2024,418116.31,No,4,36058.97,2,Late,Mobile Payment,No,SouthSouth,Cross-River,Oil & Gas,Corporate
CS0000979,39,Female,Ibadan,Divorced,Travel,01/01/2021,18/06/2024,36079.68,Yes,0,119234.15,3,On-time,Mobile Payment,No,NorthWest,Kano,Enhanced Motor 3rd Party,Individual
CS0000980,31,Female,Lagos,Widowed,Home,30/09/2019,21/04/2024,361730.7,Yes,0,950751.08,4,Missed,Bank Transfer,No,SouthWest,Osun,Enhanced Motor 3rd Party,Individual
CS0000981,43,Female,Abuja,Married,Home,22/11/2019,29/04/2024,184832.06,No,3,577333.65,3,On-time,Mobile Payment,No,SouthEast,Anambra,Marine Insurance,Corporate
CS0000982,45,Male,Port Harcourt,Widowed,Auto,28/09/2016,27/06/2023,410820.38,Yes,4,991275.48,5,Late,Card Payment,No,NorthCentral,Kogi,Home,Corporate
CS0000983,40,Male,Kano,Married,Life,18/11/2022,02/07/2024,199967.62,Yes,2,385265.55,2,On-time,Card Payment,No,SouthSouth,Cross-River,Enhanced Motor 3rd Party,Individual
CS0000984,31,Female,Kano,Widowed,Home,20/12/2022,06/02/2024,386130.99,No,2,815569.73,5,On-time,Mobile Payment,No,SouthWest,Ondo,Oil & Gas,Corporate
CS0000985,41,Female,Kano,Married,Life,15/12/2018,27/04/2024,451632.54,Yes,3,936904.56,1,Late,Mobile Payment,No,NorthWest,Kano,Enhanced Motor 3rd Party,Corporate
CS0000986,19,Female,Ibadan,Widowed,Health,16/10/2020,11/11/2024,176252.39,Yes,0,808813.16,2,On-time,Bank Transfer,No,NorthCentral,FCT,Aviation,Corporate
CS0000987,62,Female,Kano,Married,Home,01/07/2018,24/10/2024,239988.87,No,4,306706.14,1,Late,Card Payment,No,NorthEast,Taraba,Fire & Burglary,Corporate
CS0000988,43,Female,Kano,Widowed,Health,23/09/2022,21/07/2023,273337.93,Yes,4,246356.34,1,Late,Mobile Payment,No,NorthCentral,Benue,Fire & Special Perils,Individual
CS0000989,31,Female,Port Harcourt,Married,Health,13/09/2021,20/08/2024,347042.8,No,4,319958.54,3,Missed,Card Payment,Yes,NorthEast,Bauchi,Enhanced Motor 3rd Party,Individual
CS0000990,68,Female,Lagos,Divorced,Travel,11/10/2018,16/02/2024,423611.56,No,2,853278.42,2,On-time,Mobile Payment,No,SouthSouth,Cross-River,Personal Accident,Individual
CS0000991,24,Female,Ibadan,Single,Life,29/10/2019,23/10/2024,113091.09,No,4,208186.44,2,On-time,Mobile Payment,No,NorthWest,Kebbi,Consequential Loss,Corporate
CS0000992,20,Male,Ibadan,Single,Life,20/02/2017,04/10/2023,473363.14,Yes,1,135050.55,2,Late,Card Payment,No,SouthEast,Abia,Aviation,Corporate
CS0000993,64,Female,Kano,Divorced,Travel,07/09/2015,10/11/2024,394935.25,Yes,0,534424.81,5,On-time,Card Payment,No,NorthEast,Taraba,Aviation,Corporate
CS0000994,40,Male,Port Harcourt,Divorced,Auto,03/06/2017,22/12/2024,78371.86,No,2,174335.22,5,Late,Bank Transfer,No,NorthEast,Adamawa,Aviation,Individual
CS0000995,63,Female,Abuja,Married,Travel,14/07/2018,22/04/2024,174561.48,Yes,3,253555.32,5,Late,Bank Transfer,Yes,SouthWest,Lagos,Burglary,Corporate
CS0000996,60,Male,Kano,Married,Travel,19/01/2016,27/12/2024,133167.84,Yes,3,311918.56,1,Late,Mobile Payment,No,SouthEast,Anambra,Bonds Insurance,Individual
CS0000997,64,Male,Kano,Widowed,Travel,12/07/2018,21/09/2023,87920.97,No,4,5824.8,2,Late,Card Payment,No,SouthWest,Osun,Bonds Insurance,Corporate
CS0000998,62,Female,Ibadan,Widowed,Health,20/06/2016,18/02/2024,325919.34,Yes,4,743505.88,1,Missed,Card Payment,Yes,NorthWest,Zamfara,Plant-All-Risk,Individual
CS0000999,35,Male,Ibadan,Single,Life,28/06/2019,20/06/2023,42238.99,Yes,0,669475.24,2,On-time,Card Payment,No,NorthCentral,Kwara,Goods-In-Transit,Corporate
CS0001000,55,Male,Kano,Single,Auto,01/10/2022,11/08/2024,303397.68,No,1,567645.02,1,Missed,Mobile Payment,Yes,SouthEast,Enugu,Marine Insurance,Corporate
CS0001001,52,Female,Ibadan,Married,Home,24/11/2019,27/01/2024,415579.05,No,3,932246.44,2,On-time,Mobile Payment,No,NorthWest,Zamfara,Travel,Corporate
CS0001002,68,Female,Port Harcourt,Married,Home,02/03/2022,19/04/2023,187328.32,Yes,2,860747.95,1,On-time,Mobile Payment,No,NorthCentral,Plateau,Enhanced Motor 3rd Party,Individual
CS0001003,32,Female,Abuja,Divorced,Home,02/09/2020,29/04/2024,249940.11,Yes,2,954321.55,5,On-time,Bank Transfer,No,NorthWest,Sokoto,Motor 3rd Party,Individual
CS0001004,42,Male,Abuja,Married,Auto,12/04/2018,12/08/2024,80629.92,No,2,795873.46,4,On-time,Card Payment,No,SouthWest,Ondo,Plant-All-Risk,Individual
CS0001005,54,Female,Abuja,Widowed,Home,27/08/2020,19/04/2024,363000.66,Yes,0,487089.11,3,Missed,Card Payment,No,SouthSouth,Delta,Oil & Gas,Corporate
CS0001006,45,Male,Kano,Divorced,Auto,14/01/2019,22/08/2024,455285.57,Yes,4,437283.37,4,On-time,Mobile Payment,No,NorthCentral,FCT,Personal Accident,Corporate
CS0001007,27,Female,Kano,Married,Home,22/12/2017,04/04/2023,369053.51,Yes,1,946360.08,5,On-time,Bank Transfer,Yes,NorthWest,Jigawa,Contractors-All-Risk,Individual
CS0001008,56,Female,Kano,Widowed,Home,05/07/2019,13/11/2023,70266.39,No,3,677172.14,2,On-time,Bank Transfer,No,NorthWest,Jigawa,Aviation,Corporate
CS0001009,34,Male,Port Harcourt,Widowed,Auto,21/03/2018,19/05/2024,179275.59,Yes,3,248341.53,2,On-time,Bank Transfer,No,SouthEast,Imo,Goods-In-Transit,Corporate
CS0001010,56,Male,Abuja,Single,Life,19/02/2020,25/04/2023,94867.7,Yes,4,765753.04,1,Late,Bank Transfer,No,NorthWest,Kaduna,Oil & Gas,Corporate
CS0001011,39,Male,Ibadan,Divorced,Auto,18/04/2016,05/02/2023,298823.17,Yes,1,986517.94,5,On-time,Card Payment,No,NorthWest,Kaduna,Travel,Individual
CS0001012,43,Female,Ibadan,Single,Auto,11/03/2019,16/11/2024,364026.99,Yes,1,373782.47,4,Late,Mobile Payment,No,SouthEast,Ebonyi,Fire & Special Perils,Corporate
CS0001013,61,Female,Lagos,Divorced,Travel,05/08/2020,11/09/2024,487903.78,No,0,937772.64,1,On-time,Card Payment,Yes,NorthEast,Gombe,Consequential Loss,Individual
CS0001014,42,Female,Lagos,Divorced,Health,29/08/2022,02/04/2024,256429.43,Yes,3,259036.84,4,On-time,Card Payment,No,NorthWest,Kaduna,Enhanced Motor 3rd Party,Individual
CS0001015,34,Male,Ibadan,Single,Health,09/01/2020,11/02/2023,322265.36,Yes,2,471567.91,3,Late,Bank Transfer,No,SouthEast,Imo,Aviation,Corporate
CS0001016,30,Male,Abuja,Single,Life,12/08/2015,23/03/2023,62221.67,No,4,926614.1,2,On-time,Mobile Payment,No,NorthCentral,FCT,Home,Corporate
CS0001017,37,Male,Kano,Married,Life,25/02/2021,02/03/2024,86074.2,Yes,4,166694.52,2,On-time,Mobile Payment,Yes,SouthWest,Ondo,Professional Indemnity,Corporate
CS0001018,42,Male,Ibadan,Divorced,Life,13/05/2015,17/06/2024,123530.38,Yes,4,47564.75,2,Late,Bank Transfer,No,SouthSouth,Akwa-Ibom,Burglary,Individual
CS0001019,21,Female,Ibadan,Married,Health,05/12/2022,08/02/2024,36621.85,No,0,833625.46,2,Missed,Bank Transfer,Yes,SouthSouth,Akwa-Ibom,Contractors-All-Risk,Corporate
CS0001020,27,Male,Lagos,Divorced,Life,30/01/2022,15/04/2024,210006.34,Yes,1,877259.85,2,Missed,Bank Transfer,No,SouthEast,Anambra,Enhanced Motor 3rd Party,Corporate
CS0001021,20,Male,Abuja,Widowed,Life,17/01/2016,09/03/2024,476083.3,Yes,2,8199.02,3,On-time,Bank Transfer,No,SouthWest,Ogun,All Risk Insurance,Corporate
CS0001022,58,Female,Ibadan,Married,Auto,19/08/2015,15/11/2024,329929.82,No,0,705163.65,4,Late,Card Payment,No,NorthWest,Kaduna,Aviation,Corporate
CS0001023,62,Female,Kano,Single,Auto,05/12/2016,03/01/2024,223656.21,Yes,4,367799.98,1,On-time,Bank Transfer,No,NorthEast,Bauchi,Goods-In-Transit,Corporate
CS0001024,35,Male,Kano,Widowed,Health,07/03/2022,31/08/2024,252001.06,Yes,0,354776.86,2,On-time,Bank Transfer,Yes,SouthSouth,Cross-River,Enhanced Motor 3rd Party,Corporate
CS0001025,64,Male,Port Harcourt,Single,Auto,19/06/2017,07/10/2024,81846.37,Yes,2,400088.33,2,Missed,Card Payment,No,NorthWest,Zamfara,Aviation,Corporate
CS0001026,53,Male,Kano,Widowed,Life,08/09/2018,19/06/2024,57402.96,No,3,202178.17,4,On-time,Card Payment,No,NorthWest,Kaduna,Comprehensive Motor,Individual
CS0001027,64,Male,Ibadan,Widowed,Auto,21/07/2020,28/03/2024,136924.57,Yes,4,501912.9,1,On-time,Bank Transfer,No,NorthEast,Yobe,Fire & Burglary,Individual
CS0001028,39,Male,Ibadan,Married,Travel,21/02/2015,30/07/2023,160182.79,No,1,600188.76,4,On-time,Card Payment,No,NorthEast,Bauchi,Burglary,Individual
CS0001029,51,Male,Kano,Single,Auto,12/07/2021,13/03/2024,70195.39,Yes,3,215223.9,4,Late,Bank Transfer,No,SouthWest,Ekiti,Fire & Burglary,Individual
CS0001030,64,Female,Lagos,Married,Health,19/09/2017,05/05/2023,348789.28,No,1,817922.01,2,On-time,Bank Transfer,No,NorthWest,Jigawa,Burglary,Corporate
CS0001031,25,Female,Abuja,Widowed,Life,17/08/2016,30/08/2024,462356.41,No,1,709674.92,3,Late,Bank Transfer,No,SouthEast,Ebonyi,Contractors-All-Risk,Corporate
CS0001032,57,Female,Ibadan,Divorced,Life,07/04/2020,06/02/2023,95448.9,No,3,922615.41,4,On-time,Card Payment,No,NorthEast,Borno,Fire & Burglary,Individual
CS0001033,66,Female,Kano,Divorced,Health,29/11/2015,26/08/2023,420683.34,Yes,4,227713.71,5,On-time,Bank Transfer,No,SouthEast,Imo,Contractors-All-Risk,Individual
CS0001034,61,Male,Kano,Widowed,Auto,29/12/2018,26/03/2024,156178.62,Yes,2,403457.46,1,On-time,Card Payment,No,NorthEast,Yobe,Aviation,Corporate
CS0001035,36,Male,Ibadan,Single,Life,13/11/2019,06/09/2023,307380.04,Yes,0,161603.47,2,On-time,Card Payment,Yes,NorthWest,Kano,Contractors-All-Risk,Individual
